251;arms_factory;3554.00;10.23;63.00;4.35;0
251;arms_factory;3529.00;10.60;22.00;2.19;0
251;arms_factory;3520.00;10.20;58.00;4.85;0
251;arms_factory;3549.00;10.00;51.00;0.13;0
251;arms_factory;3545.00;10.05;49.00;2.80;0
251;arms_factory;3517.00;10.03;48.00;0.63;0
251;industrial_complex;3529.00;10.32;28.00;3.30;0
251;industrial_complex;3511.00;10.10;59.00;4.86;0
251;industrial_complex;3549.00;10.80;64.00;1.24;0
251;industrial_complex;3539.00;10.40;57.00;5.37;0
251;industrial_complex;3521.00;10.20;52.00;1.75;0
251;industrial_complex;3547.00;10.03;52.00;3.30;0
251;air_base;3541.00;10.03;44.00;1.14;0
251;supply_node;3530.00;10.48;24.00;1.78;0
251;supply_node;3550.00;10.25;58.00;5.82;0
251;supply_node;3519.00;10.10;52.00;2.47;0
251;supply_node;3506.00;10.05;59.00;3.95;0
251;supply_node;3537.00;10.07;47.00;1.71;0
251;naval_base;3550.00;9.50;48.00;0.59;5962
251;naval_base;3536.00;10.38;18.00;1.57;5962
251;naval_base;3533.00;9.73;45.00;0.69;5962
251;naval_base;3500.00;10.00;60.00;-1.95;6269
251;naval_base;3527.00;9.73;45.00;-0.17;5962
251;bunker;3509.00;9.85;54.00;4.93;0
251;bunker;3531.00;10.60;20.00;1.31;0
251;bunker;3556.00;10.18;62.00;5.43;0
251;bunker;3522.00;10.20;51.00;5.54;0
251;bunker;3536.00;10.30;56.00;3.37;0
251;coastal_bunker;3548.00;9.50;48.00;0.59;0
251;coastal_bunker;3523.00;10.10;29.00;1.57;0
251;coastal_bunker;3506.00;9.50;53.00;-0.38;0
251;coastal_bunker;3533.00;9.73;45.00;0.69;0
251;coastal_bunker;3512.00;9.50;47.00;-0.17;0
251;dockyard;3532.00;9.73;46.00;0.69;0
251;anti_air_building;3521.00;10.00;45.00;3.88;0
251;anti_air_building;3527.00;10.45;19.00;5.09;0
251;anti_air_building;3505.00;9.95;57.00;2.93;0
251;synthetic_refinery;3542.00;10.38;56.00;4.49;0
251;fuel_silo;3544.00;10.12;52.00;0.87;0
251;rocket_site;3531.00;10.05;32.00;1.38;0
251;nuclear_reactor;3504.00;10.00;64.00;2.93;0
1;arms_factory;3243.00;10.55;1163.00;4.77;0
1;arms_factory;3245.00;10.03;1173.00;1.16;0
1;arms_factory;3231.00;10.28;1151.00;5.28;0
1;arms_factory;3232.00;10.38;1178.00;0.20;0
1;arms_factory;3212.00;10.10;1159.00;3.22;0
1;arms_factory;3239.00;9.88;1152.00;5.88;0
1;industrial_complex;3231.00;10.78;1174.00;2.26;0
1;industrial_complex;3241.00;9.88;1182.00;0.11;0
1;industrial_complex;3236.00;10.43;1159.00;1.67;0
1;industrial_complex;3230.00;10.85;1166.00;5.79;0
1;industrial_complex;3250.00;9.95;1165.00;0.71;0
1;industrial_complex;3220.00;10.43;1161.00;4.83;0
1;air_base;3226.00;10.48;1154.00;0.11;0
1;supply_node;3225.00;10.38;1153.00;3.61;0
1;supply_node;3229.00;10.90;1169.00;1.36;0
1;supply_node;3250.00;9.95;1156.00;2.84;0
1;supply_node;3234.00;10.35;1179.00;5.77;0
1;supply_node;3244.00;10.48;1164.00;3.54;0
1;supply_node;3212.00;10.10;1159.00;5.01;0
1;supply_node;3241.00;10.18;1179.00;1.67;0
1;supply_node;3246.00;10.10;1172.00;4.25;0
1;supply_node;3219.00;10.60;1165.00;0.90;0
1;supply_node;3235.00;10.50;1161.00;3.84;0
1;supply_node;3236.00;10.18;1152.00;0.14;0
1;supply_node;3217.00;9.88;1152.00;3.08;0
1;naval_base;3207.00;9.50;1162.00;-1.57;6009
1;naval_base;3240.00;9.57;1151.00;0.79;6009
1;naval_base;3249.00;9.50;1154.00;-0.79;6009
1;naval_base;3216.00;9.57;1152.00;0.00;6009
1;naval_base;3226.00;9.50;1147.00;0.32;6009
1;bunker;3234.00;10.30;1180.00;5.50;0
1;bunker;3236.00;10.50;1161.00;2.24;0
1;bunker;3249.00;10.05;1162.00;3.45;0
1;bunker;3224.00;10.73;1161.00;1.29;0
1;bunker;3232.00;10.23;1151.00;2.85;0
1;bunker;3236.00;10.78;1169.00;5.51;0
1;bunker;3249.00;10.03;1157.00;1.90;0
1;bunker;3214.00;9.80;1156.00;6.02;0
1;bunker;3219.00;10.18;1155.00;6.12;0
1;bunker;3244.00;10.18;1172.00;3.96;0
1;bunker;3242.00;10.03;1180.00;1.80;0
1;bunker;3219.00;10.50;1169.00;4.46;0
1;coastal_bunker;3210.00;9.57;1159.00;-1.57;0
1;coastal_bunker;3240.00;9.80;1152.00;0.79;0
1;coastal_bunker;3249.00;9.50;1154.00;-0.79;0
1;coastal_bunker;3217.00;9.50;1150.00;0.00;0
1;coastal_bunker;3226.00;9.50;1147.00;0.32;0
1;dockyard;3207.00;9.50;1162.00;-1.57;0
